NUM_ENREG,NOM_COMMERCIAL,NOM_DCI,DOSAGE,UNITE,CONDITIONNEMENT,CONVENTION,REMBOURSABLE,D_REMBOURSEMENT,D_ARRET_REMB,D_DECISION,TARIF,TAUX,FORME,TAB,HOP,SS,OFF,PAYS,LABO,OBS,CM,CODE_DCI,CODEMEDIC,D_TARIF,MAJORATION_TARIF,TYPE,PRESCRIPTEUR,DATE_INSERTION,DATE_MAJ
7607,VIT D3 SALEM,CHOLECALCIFEROL,200000 UI/ML,,BTE/01,,O,7/26/2020,,,0.0,,66.0,,,O,O,213,,,,14H094,23114H09420,,,G,,7/26/2020,4/25/2024
7611,GASTRODONE,DOMPERIDONE,1 MG/ML,,FL/200 ML,,O,8/16/2020,,,224.0,,88.0,,,O,O,213,,,,10F047,47010F04720,10/2/2008,,G,,8/16/2020,4/25/2024
7612,REPAGLYSE,REPAGLINIDE,2 MG,,BTE/30,,O,5/19/2020,,,390.0,,14.0,,,O,O,MAHARASHTRA,,,,14A202,28914A20220,5/24/2016,,G,,5/19/2020,4/25/2024
7613,SPASFODINE,"PHLOROGLUCINOL, DIHYDRATE",80 MG,,BTE/10,,O,2/3/2020,,,101.8,,231.0,,,O,O,213,,,,10E108,09710E10820,9/15/2014,,G,,2/3/2020,4/25/2024
7614,ZYNAX,"CEFUROXIME,AXETIL EXPRIME EN CEFUROXIME",250 MG,,BTE/08,,O,7/26/2020,,,317.52,,143.0,,,O,O,213,,,,13B208,03513B20820,10/2/2008,,G,10,7/26/2020,4/25/2024
7615,ZYNAX,"CEFUROXIME, AXETIL EXPRIME EN CEFUROXIME",125 MG/5 ML,,FL/200ML CT 70ML SOL,,O,7/29/2020,,,0.0,,381.0,,,O,O,213,,,,13B224,03513B22420,,,G,10,7/29/2020,4/25/2024
7616,ZYNAX,"CEFUROXIME,AXETIL EXPRIME EN CEFUROXIME",500 MG,,BTE/08,,O,7/26/2020,,,635.04,,143.0,,,O,O,213,,,,13B296,03513B29620,10/2/2008,,G,10,7/26/2020,4/25/2024
7618,XYDOL ENFANTS ET NOURRISSONS,IBUPROFENE,20 MG/ML,,FL/200 ML,,O,7/12/2020,,,196.0,,88.0,,,O,O,213,,,,04B042,26804B04220,3/13/2010,,G,10,7/12/2020,4/25/2024
7619,CRESTAT,"ROSUVASTATINE, CALCIQUE EXPRIME EN ROSUVASTATINE",20 MG,,BTE/30,,O,7/3/2019,,,1247.4,,143.0,,,O,O,213,,,,06M270,30406M27019,5/24/2016,,G,,7/3/2019,4/25/2024
4665,VASTAREL,TRIMETAZIDINE,35 MG,MG,B/30,,O,6/2/2008,,,235.2,,243.0,,O,O,O,,,CPR : Remboursable uniquement dans les indications suivantes :-Traitement prophylactique de la crise d'angine de poitrine;-Traitement symptomatique d'appoint des vertiges et des acouphènes.Et à compter du 24/02/2016:Remboursable uniquement dans l'indication suivante:Traitement prophylactique de la crise d'angine de poitrine.,O,06J226,04006J22607,9/15/2014,,G,,6/2/2008,4/25/2024
4648,AROMASINE,EXEMESTANE,25 MG,MG,B/30,,O,6/2/2008,,,0.0,,156.0,,O,O,O,,,CPR : Remboursable uniquement aprés échec du traitement par anti-oestogènes dans l'indication cancer du sein à un stade avancé ou en relais d'un traitement adjuvant de deux à trois ans par tamoxiféne dans l'indication cancer du sein invasif.Dans les 2 cas le remboursement n'intervient que chez les femmes ménopausées souffrant des tumeurs suscitées exprimant des récepteurs aux estrogénes.,O,09A142,04509A14206,,,P,,6/2/2008,4/25/2024
3432,SERETIDE DISKUS,PROPIONATE DE FLUTICASONE/SALMETEROL,500¿G/50¿G (500MCG/50MCG),,F/60 DOSES,,O,12/31/2003,,,2580.0,,301.0,,O,O,O,,,"CPR : Remboursable uniquement sur prescription initiale et annuelle des médecins spécialistes en pneumo-phtisiologie,en pédiatrie ( pour les cas pouvant relever de la pédiatrie), et en médecine interne ainsi que sur prescription ,pour le renouvellement du traitement dans l'intervalle(initial-annuel) , par tout médecin traitant.Ce médicament n'est pris en charge que dans les seules situations d'asthme persistant modéré ou sévère non contrôlé par une corticothérapie inhalée seule.Ces conditions particulières de remboursement ne sont applicables qu'aux malades mis sous traitement à compter du 02 juin 2008.Remboursable sur prescription initiale_semestrielle des pneumo_  phtisiologues pour le traitement symptomatique de la broncho -pneumopathie chronique obstructive chez les patients dont le VEMS est inférieur à 50% de la valeur théorique et qui présentent des antécédents d'exacerbations répétées et des symptômes significatifs malgré un traitement broncho-dilatateur continu.Le tarif de remboursement: 2599.20DA, est applicable pour les prescriptions antérieures à 13.03.2010.",O,20F106,11220F10603,3/13/2010,,P,,12/31/2003,4/25/2024
3421,OXEOL,CHLORHYDRATE DE BAMBUTEROL,10MG,,B/30,,O,12/16/2004,,,0.0,,14.0,,O,O,O,,,"CPR : Remboursable uniquement sur prescription de pneumo phtisiologue, dans l'indication asthme persistant moderée ou sevère non controlé par une corticotherapie inhalée seule.",O,20A080,25620A08004,,,P,,12/16/2004,4/25/2024
3423,PULMICORT,BUDESONIDE,1MG/2ML,,B/4ETUIS 5RECIP UNID,,O,2/19/2003,,,0.0,,219.0,,O,O,O,,,CPR : Remboursable uniquement pour le traitement de l'asthme persistant sevère de l'enfant et du nourisson en cas d'inaptitude à utiliser les autres modes d'administration inhales.,O,20A082,25620A08201,,,P,,2/19/2003,4/25/2024
3426,PULMICORT TURBUHALER,BUDESONIDE,200¿G/DOSE,¿G,FL/200 DOSES,,O,2/19/2003,,,596.0,,220.0,,O,O,O,,,CTR : Tarif de référence non applicable aux patients présentant une incoordination main-inspiration les mettant dans l'impossiblitÚ d¹ment motivé par un rapport médical d'utiliser les présentations suspension aérosol de Budesonide 200µg ( applicable à ce jour ).-aux enfants agés de moins de 12ans.( applicable  à compter du 24/01/2011).,O,20A089,25620A08901,5/29/2012,,P,,2/19/2003,4/25/2024
3559,ACTONEL ONCE  AWEEK,RISEDRONATE MONOSODIQUE,35MG,,B/4,,O,4/21/2004,,,1760.0,,143.0,,O,O,O,,,"CPR : Remboursable uniquement dans les indications suivantes : - ostéoporose, post ménopausique, avec fracture(s) ou antécédents de fracture(s) ostéoporotique(s);-Ostéoporose post ménopausique sous corticothérapie prolongée, pour la réduction du risque de fractures vertébrales et de hanche.",O,21D046,23021D04604,9/15/2014,,P,,4/21/2004,4/25/2024
3428,FORADIL,FUMARATE DE FORMOTEROL,12 ¿G,¿G,B/60,,O,11/24/2002,,,2400.0,,298.0,,O,O,O,,,"CPR : Remboursable sur prescription des médecins spécialistes en pneumo-phtisiologie en pédiatrie (pour les cas pouvant relever de la pédiatrie) et en médecines interne, dans les seules situations d'asthme persistant modéré ou sévère non contrôlé par une corticothérapie inhalée seule. Cette Condition particulière de  remboursement est applicable à compter du 02 juin 2008,Et à compter du 22.11.2009: Remboursable sur prescription des médecins spécialistes en pneumo-phtisiologie, en pédiatrie (pour les cas pouvant relever de la pédiatrie) et en médecine interne, dans les seules situations d'asthme persistant modéré ou sévère non contrôlé par une corticothérapie inhalée seule, ainsi que sur prescription, pour le renouvellement du traitement dans l'intervalle (initial-annuel), par tout médecin traitant.Ce médicament est également remboursable dans l'indication:traitement symptomatique de broncho-pneumopathie chronique obstructive sur prescription des mêmes médecins spécialistes et du médecin généraliste en renouvellement.",O,20A091,06820A09102,3/16/2011,,P,,11/24/2002,4/25/2024
4189,EDEX,ALPROSTADIL,20MG/1ML,MG/ML,B/2 CART,,O,11/21/2006,,,0.0,,230.0,,O,O,O,,,"CPR : Remboursable uniquement dans les indications  suivantes:-Troubble de l'éréction liés a des dysfonctions erectiles majeures  chez les patients  soufrant de: * paraplégie  et tétraplégie , * traumatisme  du bassin compliqué de troubles urinaires * séquelles de chirurgie (anévrisme  de l'aorte,prostatectomie radicale , cystectomie  totale  et exèrèse colorectale ), * radiothérapie abdominopelvienne , * séquelles du priapisme ,* neuropathie diabétique  avérée , * sclérose  en plaques .",O,25L035,27325L03505,,,P,,11/21/2006,4/25/2024
247,PAMAFEN,DEXTROPROPOXYPHENE/PARACETAMOL,30MG/400MG,,B/20,,N,11/21/2004,1/1/2010,,140.0,,27.0,,O,O,O,213,,Medicament maintenu au remboursement jusqu'au 31 decembre 2009.,,03D010,05003D01004,,O,G,,11/21/2004,4/25/2024
7883,PACIFENE,IBUPROFENE,20 MG/ML,,FL/125 ML,,O,9/28/2021,,,122.5,,88.0,,,O,O,213,,,,04B042,28504B04221,3/13/2010,,G,10,9/28/2021,4/25/2024
4703,SINGULAIR,MONTELUKAST SODIQUE,10MG,MG,BTE/28,,O,6/2/2008,,,2156.0,,143.0,,O,O,O,,,"CPR : Remboursable uniquement sur prescription initiale et annuelle des médecins spécialistes en pneumo phtisiologie, en pédiatrie (pour les pouvant relever de la pédiatrie) et en médecine interne ainsi que sur prescription de renouvellement du traitement dans l'intervalle (initiale annuel) par tout médecin traitant;-Ce médicament n'est pris en charge que dans les seules situations d'asthme persistant modéré non contrôlé par une corticothérapie inhalée seule (applicable à ce jour) .-ainsi que pour le traitement préventif de l'asthme induit par l'effort (applicale à compter du 13/10/2010).",O,20A211,02420A21106,1/29/2018,,P,,6/2/2008,4/25/2024
4705,SINGULAIR,MONTELUKAST,4 MG,MG,BTE/30,,O,6/2/2008,,,2310.0,,137.0,,O,O,O,,,"CPR : Remboursable uniquement sur prescription initiale et annuelle des médecins spécialistes en pneumo phtisiologie, en pédiatrie (pour les cas pouvant relever de la pédiatrie) et en médecine interne ainsi que sur prescription de renouvellement du traitement dans l'intervalle (initiale annuel) par tout médecin traitant;_ ce médicament n'est pris en charge que dans les seules situations d'asthme persistant modéré non contrôlé par une corticothérapie inhalée seule (applicable à ce jour ).- ainsi que pour le traitement préventif de l'asthme induit  par l'effort (applicable à compter du 13/10/2010).",O,20A225,02420A22507,1/29/2018,,P,,6/2/2008,4/25/2024
5676,VALSARTAL,VALSARTAN,80MG,MG,BOITE/30,,O,3/21/2011,,,1380.0,,161.0,,,O,O,213,,CTR : Tarif de référence applicable dans l'indication : traitement de l'hyper tension artériel(applicable pour les prescriptions anterieures àla date du 15/09/2014).,O,06E147,03906E14711,1/29/2018,,G,,3/21/2011,4/25/2024
5678,RICABALINE,PREGABALINE,150MG,MG,BTE/60,,O,1/10/2012,,,4302.0,,27.0,,,O,O,INDE,,"CPR : Non remboursable dans l'indication : trouble anxieux généralisé chez l'adulte.Et à compter du 29/10/2017:Remboursable sur prescriptions des médecins spécialistes en neurologie, en médecine interne, en endocrinologie, en rhumatologie, en chirurgie-orthopédique et en neurochirurgie dans les indications suivantes selon la spécialité du médecin :-Douleurs neuropathiques périphériques et centrales chez l'adulte;-Chez l'adulte en association dans le traitement des crises épileptiques partielles avec ou sans généralisation secondaire.Ce médicament n'est pas remboursable dans l'indication:Trouble anxieux généralisé chez l'adulte.",O,15A068,28915A06812,9/15/2014,,G,,1/10/2012,4/25/2024
921,NACTYL,NAFTIDROFURYL,100,MG,B/20,,O,,,,0.0,,27.0,,O,O,O,,,CPR : Remboursable uniquement dans l'indication suivante:Traitement symptomatique de la claudication intermittente des artériopathies chroniques oblitérantes des membres inférieurs (au stade 2).(applicable à compter du 24/02/2016).,O,06J100,03506J10097,,,G,,4/27/2023,4/22/2024
925,PRAXILENE,NAFTIDROFURYL,200,MG,B/20,,O,,,,0.0,,143.0,,O,O,O,,,CPR : Remboursable uniquement dans l'indication suivante:Traitement symptomatique de la claudication intermittente des artériopathies chroniques oblitérantes des membres inférieurs (au stade 2).(Applicable à compter du 24/02/2016).,O,06J101,06206J10197,,,P,,4/27/2023,4/22/2024
926,NAFTILUX,NAFTIDROFURYL,200,MG,B/20,,O,,,,0.0,,27.0,,O,O,O,,,CPR : Remboursable uniquement dans l'indication suivante:Traitement symptomatique de la claudication intermittente des artériopathies chroniques oblitérantes des membres inférieurs (au stade2). (Applicable à compter du 24/02/2016).,O,06J101,13606J10199,,,G,,4/27/2023,4/22/2024
923,CLARANTIN,NATIDROFURYL,100,MG,B/20,,O,,,,0.0,,27.0,,O,O,O,,,CPR : Remboursable uniquement dans l'indication suivante:Traitement symptomatique de la claudication intermittente des artériopathies chroniques oblitérantes des membres inférieurs (au stade 2).(Applicable à compter du 24/02/2016).,O,06J100,17806J10099,,,G,,4/27/2023,4/22/2024
631,"LOXEN L,P",NICARDIPINE CHLORHYDRATE,50,MG,B/60,,O,,,,612.0,,27.0,,O,O,O,,,CTR : Tarif de référence applicable pour le remboursement des prescriptions destinées aux nouveaux malades mis sous traitement a compter de la date de l'entrée en vigueur du present arrêté (cette condition particulière d'application du tarif de référence est applicable pour les prescriptions antérieures à la date du 14/03/2013).,,06B015,06806B01598,10/2/2008,,P,,10/2/2008,4/22/2024
168,DANIPROL,PARACETAMOL,500MG,MG,B/20,,O,,,,50.0,,14.0,,O,O,O,,,"En cas de prescription de ce médicament antérieure à la date du 02/10/2008, il y'a lieu d'appliquer le tarif de référence suivant: 46.00 DA",,03B005,07403B00599,10/2/2008,,G,10,10/2/2008,4/22/2024
177,CETAMYL,PARACETAMOL,500MG,MG,B/20,,O,,,,50.0,,14.0,,O,O,O,,,"En cas de prescription de ce médicament antérieure à la date du 02/10/2008, il y'a lieu d'appliquer le tarif de référence suivant : 46.00 DA",,03B005,19303B00599,10/2/2008,O,G,10,10/2/2008,4/22/2024
165,JOPAMOL,PARACETAMOL,500MG,MG,B/50,,O,,,,125.0,,14.0,,O,O,O,,,"En cas de prescription de ce médicament antérieure à la date du 02/10/2008, il y'a lieu d'appliquer le tarif de référence suivant : 115.00 DA",,03B005,04303B00598,10/2/2008,,G,10,10/2/2008,4/22/2024
169,MIGRAMOL,PARACETAMOL,500MG,MG,B/20,,O,,,,50.0,,14.0,,O,O,O,213,,"En cas de prescription de ce médicament antérieure à la date du 02/10/2008, il y'a lieu d'appliquer le tarif de référence suivant : 46.00 DA",,03B005,07903B00597,10/2/2008,,G,10,10/2/2008,4/22/2024
175,PARACETAMOL,PARACETAMOL,500MG,MG,B/20,,O,,,,50.0,,14.0,,O,O,O,,,"En cas de prescription de ce médicament antérieure à la date du 02/10/2008, il y'a lieu d'appliquer le tarif de référence suivant : 46.00 DA",,03B005,18803B00599,10/2/2008,,G,10,10/2/2008,4/22/2024
172,DOLOROL,PARACETAMOL,500MG,MG,B/20,,O,,,,50.0,,14.0,,O,O,O,,,"En cas de prescription de ce médicament antérieure à la date du 02/10/2008, il y' lieu d'appliquer le tarif de référence suivant : 46.00 DA",,03B005,14603B00598,10/2/2008,,G,10,10/2/2008,4/22/2024
158,PARALGAN,PARACETAMOL,500 MG,MG,B/20,,O,,,,50.0,,14.0,,O,O,O,213,,"En cas de prescription de ce médicament antérieure à la date du 02/10/2008,il y a lieu d'appliquer le tarif de référence suivant :46.00Da",,03B005,00303B00519,10/2/2008,O,G,10,10/2/2008,4/22/2024
164,PANADOL,PARACETAMOL,500MG,MG,B/16,,O,,,,40.0,,14.0,,O,O,O,,,En cas de prescription de ce médicament antérieure à la date du 02/10/2008 il y a lieu d'appliquer le tarif de référence suivant :36.80DA,,03B005,04203B00598,10/2/2008,,G,10,10/2/2008,4/22/2024
159,EFFERALGAN,PARACETAMOL,500MG,MG,B/16,,O,,,,40.0,,14.0,,O,O,O,213,,En cas de prescription de ce médicament antérieure à la date du 02/10/2008 il y a lieu d'appliquer le tarif de référence suivant:36.80DA,,03B005,00803B00598,10/2/2008,,P,10,10/2/2008,4/22/2024
956,SIMVATINE,SIMVASTATINE,20MG,,B/30,,O,11/10/2004,,,1247.4,,14.0,,O,O,O,,,En cas de prescription de ce médicament antérieure à la date du 02/10/2008 il y'a lieu d'appliquer le tarif référence suivant : 1407.90DA,,06M136,30406M13604,9/15/2014,O,G,,11/10/2004,4/25/2024
4392,CEFIX,CEFIXIME,100MG/5ML,MG/ML,FL/30ML,,O,6/2/2007,,,0.0,,54.0,,O,O,O,,,"CPR : Remboursable dans les indications suivantes.Surinfections bactériennes des bronchites aiguês, exacerbations des bronchites chroniques et pneumopathies d'allure bactérienne, sur prescription hospitalière pour les seuls cas sévères ou à risque de complications ayant été hospitalisés,Sinusites et otites aiguês , après échec d'une antibiothérapie de première et deuxième intention,Pyélonéphrites aiguês sans uropathie, infection urinaires basses compliquées ou non, après échec d'une antibiothérapie de première intention ou sur preuve du profil de sensibilité et de résistance bactériologique (antibiogramme).Et à compter du 24/02/2016:Remboursable dans les indications suivantes :Pyélonéphrites aigues sans uropathie, infection urinaires basses compliquées ou non, après échec d'une antibiothérapie de première intention ou sur preuve du profil de sensibilité et de résistance bactériologique (antibiogramme).",O,13B198,30413B19807,,,G,,6/2/2007,4/25/2024
4393,CEFIX,CEFIXIME,100MG/5ML,MG/ML,FL/60ML,,O,6/2/2007,,,0.0,,54.0,,O,O,O,,,"CPR : Remboursable dans les indications suivantes:Surinfections bactériennes des bronchites aiguês, exacerbations des bronchites chronique et pneumopathies d'allure bactérienne, sur prescription hospitalière pour les seuls cas sévères ou à risque de complication ayant été hospitalisés Sinusites et otites aiguês, après échec d'une antibiothérapie de première et deuxième intention,Pyélonéphrites aiguês sans uropathie, infection urinaires basses compliquées ou non ,après échec d'une antibiothérapie de première intention ou sur preuve du profil de sensibilité et de résistance bactériologique (antibiogramme).Et à compter du 24/02/2016:Remboursable dans les indications suivantes:Pyélonéphrites aigues sans uropathie, infection urinaires basses compliquées ou non, après échec d'une antibiothérapie de première intention ou sur preuve du profil de sensibilité et de résistance bactériologie (antibiogramme).",O,13B198,30413B19807,,,G,,6/2/2007,4/25/2024
4418,BIOPAMOX,AMOXICILLINE,1G,G,B/14,,O,6/2/2007,,,316.82,,200.0,,O,O,O,,,"En cas de prescription de ce medicament anterieure à la date du 13.03.2010, il y'a lieu d'appliquer le tarif de reference suivant: 325.08 DA .",,13G230,29313G23007,1/24/2011,,G,10,6/2/2007,4/25/2024
4419,FLOCINE,"CIPROFLOXACINE, HYDROCHLORIDE",250MG,MG,B/10,,O,8/28/2007,,,453.4,,143.0,,O,O,O,213,,"CPR : Remboursable uniquement sur prescription hospitalière.En cas de prescription de ce médicament antérieure à la date du 13.03.2010, il y'a lieu d'appliquer le tarif de référence suivant: 553.00DA.",,13K252,26813K25217,9/15/2014,O,G,,8/28/2007,4/25/2024
4445,KLAXIN,CLARITHROMYCINE,250MG,MG,B/10,,O,7/22/2007,,,200.0,,14.0,,O,O,O,,,CTR : Tarif de référence non applicable dans l'indication suivante:-Traitement des infections à mycobacterium avium.,O,13E244,00113E24407,10/2/2008,,G,,7/22/2007,4/25/2024
4507,SAIFOXYL,AMOXICILLINE,1G,G,B/14,,O,11/4/2007,,,316.82,,200.0,,O,O,O,,,"En cas de prescription de ce medicament anterieure à la date du 13.03.2010, il y'a lieu d'appliquer le tarif de reference suivant: 325.08 DA.",,13G230,28713G23007,1/24/2011,,G,10,11/4/2007,4/25/2024
6498,NEURALGIN,GABAPENTINE,300 MG,,BTE/90,,O,12/2/2015,,,0.0,,27.0,,,O,O,213,,"CPR : Remboursable sur prescription des médecins spécialistes en neurologie, en médecine interne, en endocrinologie, en rhumatologie dans les indications suivantes selon la spécialité du médecin:-Epilepsies partielles avec ou sans généralisation secondaire chez l'adulte et l'enfant à partir de 6 ans;-En monothérapie dans le traitement des épilepsies partielles avec ou sans généralisation secondaire chez l'adulte et l'adolescent à partir de 12 ans;-Douleurs neuropathiques périphériques telles que la neuropathie diabétique et la névralgie post-zostérienne chez l'adulte. (Applicable à compter du 29/10/2017).",O,15A086,31815A08615,,,G,,12/2/2015,4/25/2024
6553,NOVAPREXA,OLANZAPINE,10 MG,,PILULIER DE 30,,O,2/4/2016,,,2725.5,,143.0,,,O,O,213,,CPR : Remboursable uniquement sur prescription du psychiatre.,,16D100,14916D10016,6/18/2023,,G,,2/4/2016,4/25/2024
6580,RHOPHYLAC 300,IMMUNOGLOBULINE HUMAINE ANTI-D,150¿G/ML (300¿G/2ML),,B/1SER PRE2ML 1500UI,,O,2/24/2016,,,0.0,,393.0,,,O,O,SUISSE,,"CPR : Remboursable dans les indications suivantes:chez les mères rhésus négatifs immédiatement, après accouchement quand le père est rhésus positif;chez les femmes enceintes rhésus négatif qui courent le risque de recevoir du sang facteur Rh positif en raison de différentes pathologies (placenta preavia, amniocentèse, avortements, saignements ....).la prise en charge de ce médicament reste comprise dans le forfait-hôpitaux en cas d'hospitalisation dans les structures publiques de santé pour accouchement, avortement et autres situations.",O,12J171,48512J17114,,,P,,2/24/2016,4/25/2024
182,TYLENOL,PARACETAMOL,500MG,,B/20,,O,,,,50.0,,14.0,,O,O,O,,,En cas de prescription de ce médicament antérieure à la date du 02/10/2008 il y a lieu d'appliquer le tarif de référence suivant:46.00DA,,03B005,24203B00503,10/2/2008,,G,10,10/2/2008,4/22/2024
10,ZYRTEC,CETIRIZINE,10MG,MG,B/10,,O,6/10/1997,,,60.0,,143.0,,,,O,,,"En cas de prescription de ce medicament antérieure à la date du 13.03.2010, il y'a lieu d'appliquer le tarif de référence suivant: 75.00DA.",,01A003,04601A00397,3/13/2010,,G,10,6/10/1997,4/25/2024
217,POLIPIROX,PIROXICAM,20MG,,B/20,O,O,,,,286.0,,27.0,,,O,O,,,"En cas de prescription de ce médicament antérieure à la adte du 13.03.2010, il y' lieu d'appliquer le tarif de référence suivant: 616.00DA.",,04B022,08404B02299,3/13/2010,,G,10,3/13/2010,4/22/2024
11,VIRLIX,CETIRIZINE,10MG,,B/15,,O,,,,90.0,,14.0,,,,O,,,"En cas de prescription de ce médicament antérieure à la date du 13.03.2010, il y'a lieu d'appliquer le tarif de référence suivant: 112.50DA.",,01A003,05701A00398,3/13/2010,,P,10,3/13/2010,4/22/2024
216,DOLIPRANE,PARACETAMOL,500MG,,B/16,,O,2/16/2004,,,40.0,,15.0,,O,O,O,,,En cas de prescription de ce médicament antérieure à la date du 02/10/2008 il y'a lieu d'appliquer les tarif de référence suivant : 36.80 DA,,03B010,25303B01004,10/2/2008,,P,10,2/16/2004,4/25/2024
180,PARAMOL,PARACETAMOL,500MG,,B/20,,O,1/21/2004,,,50.0,,14.0,,O,O,O,213,,En cas de prescription de ce médicament antérieure à la date du 02/10/2008 il y a lieu d'appliquer le tarif de référence suivant:46.00DA,,03B005,23103B00504,10/2/2008,O,G,10,1/21/2004,4/25/2024
934,RIMETAZE,TRIMETAZIDINE,20MG,,B/60,,O,4/13/2004,,,390.0,,14.0,,O,O,O,,,CPR : remboursable uniquement dans les indications suivantes :-Traitement prophylactique de la crise d'angine de poitrine;-Traitement symptomatique d'appoint des vertiges et des acouphènes.Et à compter du 24/02/2016:Remboursable uniquement dans l'indication suivante :Traitement prophylactique de la crise d'angine de poitrine.,O,06J107,23506J10704,9/15/2014,,G,,4/13/2004,4/25/2024
209,DOLIPRANE,PARACETAMOL,100MG,,B/10,,O,,,,85.0,,84.0,,O,O,O,,,"En cas de prescription de ce médicament antérieure à la date du 13.03.2010, il y'a lieu d'appliquer le tarif de référence suivant: 46.00DA.",,03B007,23003B00700,3/13/2010,,P,10,3/13/2010,4/22/2024
935,PLAVIX,CLOPIDOGREL,75MG,MG,B/28,,O,1/7/2003,,,1680.0,,143.0,,O,O,O,213,,"CPR : Remboursable  uniquement sur prescription des médecins spécialistes en neurologie, en cardiologie, en chirurgie cardiovasculaire, en diabétologie et en médecine interne chez les patients souffrant:-d'infractus du myocarde datant de quelques jours à moins de 35  jours,-d'artériopathie oblitérante des membres inférieurs établie, -d'accident vasculaire cérébral ischémique datant de plus de 07 jours et de moins de 6 mois, -d'un syndrome coronaire aigu sans sus décalage du segment ST (angor instable ou infractus du myocarde dans onde Q),avec ou sant pose de stent, -infarctus du myocarde avec sus décalage du segment ST en association à l'acide acétyl salicylique chez les patients traités médicalement et éligibles à un traitement trombolytique. Dans toutes ces situations le remboursement ne peut être accordé au-delà de 12 mois de traitement sans accord préalable de l'organisme de sécurité sociale ( applicable  à ce jour). y compris les patients bénéficiant d'une angioplastie coronaire avec pose de stent,en associantion à l'acide acétyl salicylique ( applicable à compter du 13/10/2010)",O,06J159,24106J15902,9/15/2014,,P,,1/7/2003,4/25/2024
1351,GONAL-F,FOLLITROPINE ALPHAOU FSHRECOMBINANTE,150UI/ML,,B/1+1,,O,12/14/2002,,,0.0,,199.0,,O,O,O,,,"CPR : Remboursable uniquement sur prescription des médecins spécialistes en endocrinologie, en gynécologie obstétrique et en urologie.(applicable  à compter du 12/06/2014).Et à compter du 18/03/2023 :Remboursable uniquement sur prescription des médecins spécialistes en endocrinologie, en gynécologie obstétrique et en urologie.Dans le cadre d'une assistance médicale à la procréation, le remboursement intervient chez un couple infertile pour l'obtention d'une grossesse, dans la limite de quatre (04) tentatives entamées avant l'age de quarante quatre (44) ans pour la femme, ainsi que dans la limite de deux enfants vivants. Médicament soumis à l'accord préalable de l'organisme de sécurité sociale.",O,09J130,21909J13002,,,P,,12/14/2002,4/25/2024
252,DI-PRALGIC,DEXTROPROPOXYPHENE/PARACETAMOL,30MG/400MG,MG,B/20,,N,11/16/2004,1/1/2010,,140.0,,27.0,,O,O,O,,,Médicament maintenu au remboursement jusqu'au 31 Décembre 2009.,,03D010,31103D01004,,O,G,,11/16/2004,4/25/2024
4652,SAIZEN CLICKEASY,SOMATROPINE,"8MG/1,37ML","MG/1,37ML",B/1 FL,,O,6/2/2008,,,6689.04,,248.0,,O,O,O,,,CPR : Remboursable uniquement sur prescription initiale et annuelle des médecins endocrinologues et pédiatres hospitaliers exercant dans des services spécialisés d'endocrinologie ou de pédiatrie.le remboursement est également accordé sur prescription par tout médecin endocrinologue et pédiatre intervenant en renouvellement de la prescription initiale et annuelle.,O,09J141,21909J14106,10/2/2008,O,P,,6/2/2008,4/25/2024
4653,NORDITROPINE NORDILET,SOMATROPINE,"5MG/1,5ML","MG/1,5ML",BTE/1 STYLO,,O,6/2/2008,,,6500.0,,249.0,,O,O,O,,,"CPR : Remboursable uniquement sur prescription initiale et annuelle des médecins endocrinologues et pédiatres hospitaliers exerçant dans les services spécialisés d'endocrinologie ou de pédiatrie.Le remboursement est également accordé sur prescription par tout médecin endocrinologue et pédiatre intervenant en renouvellement de la prescription initiale et annuelle.Tarif de référence intégrant les aiguilles pour l'injection du produit sur présentation du livret ou de la carte CHIFA utilisées dans le cadre du système tiers payant.En cas de prescription de ce médicament antérieure à la date du 13.03.2010, il y'a lieu d'appliquer le tarif de référence suivant: 4180.65DA.",O,09J147,06909J14706,3/13/2010,,P,,6/2/2008,4/25/2024
4654,CETROTIDE,CETRORELIX ACETATE,"0,25 MG",MG,BTE/1FL,,O,6/2/2008,,,0.0,,250.0,,O,O,O,,,"CPR : Remboursable uniquement sur prescription des médecins spécialistes en endocrinologie et en gynécologie obstétrique.Dans le cadre d'une assistance médicale à la procréation, le remboursement intervient chez un couple infertile pour l'obtention d'une grossesse, dans la limite de quatre (04) tentatives entamées avant l'age de quarante quatre (44) ans pour la femme, ainsi que dans la limite de deux enfants vivants.Médicament soumis à l'accord préalable de l'organisme de sécurité sociale.Applicable à compter de 18/03/2023.",O,09J148,21909J14806,,,P,,6/2/2008,4/25/2024
4655,CETROTIDE,CETRORELIX ACETATE,"3,00 MG",MG,BTE/1 FL,,O,6/2/2008,,,0.0,,250.0,,O,O,O,,,"CPR : Remboursable uniquement sur prescription des médecins spécialistes en endocrinologie et en gynécologie obstétrique.Dans le cadre d'une assistance médicale à la procréation, le remboursement intervient chez un couple infertile pour l'obtention d'une grossesse, dans la limite de quatre (04) tentatives entamées avant l'age de quarante quatre (44) ans pour la femme, ainsi que dans la limite de deux enfants vivants.Médicament soumis à l'accord préalable de l'organisme de sécurité sociale.Applicable à compter de 18/03/2023.",O,09J149,21909J14906,,,P,,6/2/2008,4/25/2024
